section,section_heading,commodity,ppm,expiration_note,row_type
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Methacrylic acid-methyl methacrylate-polyethylene glycol monomethyl ether methacrylate graft copolymer, minimum number average molecular weight (in amu), 1,800",111740-36-4,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Methacrylic copolymer, minimum number average molecular weight (in amu), 15,000",63150-03-8,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Methyl methacrylate-methacrylic acid-monomethoxypolyethylene glycol methacrylate copolymer,) minimum number average molecular weight (in amu), 2,730",119724-54-8,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Methyl methacrylate-2-sulfoethyl methacrylate-dimethylaminoethylmethacrylate-glycidyl methacrylate-styrene-2-ethylhexyl acrylate graft copolymer, minimum average molecular weight (in amu), 9,600",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-methyl-2-[(1-oxo-2-propenyl)amino]-1-propanesulfonic acid monosodium salt polymer with 2-propenoic acid, 2-methyl-, C12-16 alkyl esters, minimum number average molecular weight (in amu), 10,000",2115702-24-2,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Methyl vinyl ether-maleic acid copolymer), minimum number average molecular weight (in amu), 75,000",25153-40-6,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Methyl vinyl ether-maleic acid copolymer, calcium sodium salt, minimum number average molecular weight (in amu), 900,000",62386-95-2,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Monophosphate ester of the block copolymer α-hydro-ω-hydroxypoly(oxyethylene) poly(oxypropylene) poly(oxyethylene); the poly(oxypropylene) content averages 37-41 moles, average molecular weight (in amu), 8,000",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"α-(p-Nonylphenyl)-ω-hydroxypoly(oxyethylene) mixture of dihydrogen phosphate and monohydrogen phosphate esters and the corresponding ammonium, calcium, magnesium, monoethanolamine, potassium, sodium, and zinc salts of the phosphate esters; the nonyl group is a propylene trimer isomer and the poly(oxyethylene) content averages 30 moles",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"α-(p-Nonylphenyl)-ω-hydroxypoly(oxyethylene) sulfate, and its ammonium, calcium, magnesium, monoethanolamine, potassium, sodium, and zinc salts; the nonyl group is a propylene trimer isomer and the poly(oxyethylene) content averages 30-90 moles of ethylene oxide",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"α-(p-Nonylphenyl-ω-hydroxypoly(oxypropylene) block polymer with poly(oxyethylene); polyoxypropylene content of 10-60 moles; polyoxyethylene content of 10-80 moles; molecular weight (in amu), 1,200-7,100",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"α-(ρ-Nonylphenyl)poly(oxypropylene) block polymer with poly(oxyethylene); poly oxyethylene content 30 to 90 moles; minimum number average molecular weight (in amu), 1,889",37251-69-7,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Octadecanoic acid, 12-hydroxy-, homopolymer, ester with α, α', α”-1,2,3-propanetriyltris[ω-hydroxypoly(oxy-1,2-ethanediyl)], minimum number average molecular weight (in amu), 5,000",1939051-18-9,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Octadecanoic acid, 12-Hydroxy-, Homopolymer Ester with 2-Methylloxirane Polymer with Oxirane monobutyl Ether, minimum number average molecular weight (in amu), 4,500",1373125-59-7,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Octadecanoic acid, 12-hydroxy-, homopolymer, octadecanoate minimum number average molecular weight (in amu), 1,370",58128-22-6),,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,α-cis-9-Octadecenyl-ω-hydroxypoly(oxyethylene); the octadecenyl group is derived from oleyl alcohol and the poly(oxyethylene) content averages 20 moles,None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Octadecyl acrylate-acrylic acid copolymer, octadecyl acrylate-dodecyl acrylate-acrylic acid copolymer, octadecyl methacrylate-butyl acrylate-acrylic acid copolymer, octadecyl methacrylate-hexyl acrylate-acrylic acid copolymer, octadecyl methacrylate-dodecyl acrylate-acrylic acid copolymer, or octadecyl methacrylate-dodecyl methacrylate-acrylic acid copolymer, minimum number average molecular weight (in amu) 3,000",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oleic acid diester of α-hydro-ω-hydroxypoly(oxyethylene); the poly(oxyethylene), average molecular weight (in amu), 2,300",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-oxepanone, homopolymer, minimum number average molecular weight (in amu) 52,000",24980-41-4,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, decyl-, reaction products with polyethylene-polypropylene glycol ether with trimethylolpropane (3:1)",903890-89-1,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, hexadecyl-, reaction products with polyethylene-polypropylene glycol ether with trimethylolpropane (3:1)",893427-80-0,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, 2-methyl-, polymer with oxirane, dimethyl ether, minimum number average molecular weight (in amu), 2,800",61419-46-3,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, 2-methyl-, polymer with oxirane, ether with D-glucitol (6:1), minimum number average molecular weight (in amu) of 10,000",56449-05-9,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, 2-methyl-, polymer with oxirane, ether with 1,2,3-propanetriol (3:1), minimum number average molecular weight (in amu) of 6,000",9082-00-2,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, methyl-, polymer with oxirane, ether with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol (3:1), reaction products with tetradecyloxirane",903890-90-4,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, methyl-, polymer with oxirane, mono[2-(2-butoxyethoxy) ethyl] ether, minimum number average molecular weight (in amu), 2,500",85637-75-8,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, methyl-, polymer with Oxirane, Monobutyl Ether",9038-95-3,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, 2-methyl-, polymer with oxirane, mono[2-[2-(2-methoxymethylethoxy) methylethoxy]methylether] ether, minimum number average molecular weight (in amu), 1400 daltons",CAS Reg. No. 2112825-11-1.,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, 2-methyl-, polymer with oxirane, minimum number average molecular weight (in amu), 1,100",9003-11-6,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, 2-methyl-, polymer with oxirane, mono [2-[2-(2-butoxymethylethoxy)methylethoxy]methylethyl] ether, minimum number average molecular weight (in amu), 3,000",926031-36-9,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, 2-methyl, polymer with oxirane, hydrogen sulfate, ammonium salt; average molecular weight (in amu), 1800",57608-14-7,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, 2-methyl, polymer with oxirane, hydrogen sulfate, potassium salt; average molecular weight (in amu), 2100",1838191-48-2,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, 2-methyl-, polymer with oxirane, mono-(9Z)-9-octadecanoate, methyl ether, minimum number average molecular weight (in amu), 1,200",72283-36-4,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, 2-methyl-, polymer with oxirane, di-(9Z)-9-octadecenoate, minimum number average molecular weight (in amu), 2500",67167-17-3,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, 2-(phenoxymethyl)-, polymer with oxirane, ether with 2,2′,2″-nitrilotris[ethanol] (3:1), diblock, minimum number average molecular weight (in amu), 5,300",2307555-89-9,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, 2-(phenoxymethyl)-, polymer with oxirane, monobutyl ether, block, minimum number average molecular weight (in amu), 2300 Daltons",CAS Reg. No. 1010819-15-4,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"oxirane, 2-phenyl-, polymer with oxirane, mono(hydrogen 2-sulfobutanedioate), octyl ether, sodium salt (1:2). Minimum number average molecular weight (in amu), 1,900 Daltons",2983072-24-6,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, phenyl-, polymer with oxirane, mono(dihydrogen phosphate), decyl ether, minimum number average molecular weight (in amu) 1300",308336-53-0,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Oxirane, phenyl, polymer with oxirane, monooctyl ether, minimum average molecular weight (in amu) 1,200",83653-00-3,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyamide polymer derived from sebacic acid, vegetable oil acids with or without dimerization, terephthalic acid and/or ethylenediamine",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyethylene glycol-polyisobutenyl anhydride-tall oil fatty acid copolymer, minimum number average molecular weight (in amu), 2,960",68650-28-2,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyethylene, oxidized, minimum number average molecular weight (in amu), 1,200",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyglycerol polyricinoleate; minimum number average molecular weight (in amu), 2,500",29894-35-7,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polymers produced by the reaction of either 1,6-hexanediisocyanate; 2,4,4-trimethyl-1,6-hexanediisocyanate; 5-isocyanato-1-(isocyanatomethyl)-fxsp0;1,3,3-trimethyIcyclohexane (isophoronediisocyanate); 4,4′-methylene-bis-1,1′-cyclohexanediisocyanate; 4,4′-methylene-bis-1,1′ benzyldiisocyanate; or 1,3-bis-(2-isocyanatopropan-2-yl)benzene with polyethylene glycol and end-capped with one or a mixture of more than one of octanol, decanol, dodecanol, tetradecanol, hexadecanol, octadecanol, and octadec-9-enol or polyethyleneglycol ethers of octanol, decanol, dodecanol, tetradecanol, hexadecanol, octadecanol, and octadec-9-enol, minimum number average molecular weight (in amu), 20,000","1161844-26-3, 1161844-30-9, 1161844-43-4, 1161844-51-4, 1161844-53-6, 693252-31-2, 162993-60-4, 630102-86-2",,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polymethylene polyphenylisocyanate, polymer with ethylene diamine, diethylene triamine and sebacoyl chloride, cross-linked; minimum number average molecular weight (in amu), 100,000",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyoxyalkylated glycerol fatty acid esters; the mono-, di-, or triglyceride mixtures of C8 through C22, primarily C8 through C18 saturated and unsaturated, fatty acids containing up to 15% water by weight reacted with a minimum of three moles of either ethylene oxide or propylene oxide; the resulting polyoxyalkylated glycerol ester polymer minimum number average molecular weight (in amu), 1,500","61791-23-9, 68201-46-7, 68440-49-3, 68458-88-8, 68553-06-0, 68606-12-2, 68648-38-4, 70377-91-2, 70914-02-2, 72245-12-6, 72698-41-3, 180254-52-8, 248273-72-5, 308063-50-5, 952722-33-7",,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyoxyalkylated sorbitan fatty acid esters with C6 through C22 aliphatic alkanoic and/or alkenoic fatty acids, branched or linear, the resulting polyoxyalkylene sorbitan esters minimum number average molecular weight (in amu), 1,300","81776-11-6, 87090-31-1, 88895-72-1, 103171-31-9, 161026-53-5, 1472644-80-6, 1472644-81-7, 1472644-84-0, 1472644-85-1, 1472644-87-3, 1472644-88-4, 1472654-83-3, 1472655-32-5, 1472661-05-4, 1472661-17-8, 1472663-59-4, 1472663-64-1, 1472663-66-3, 1472663-92-5, 1472668-03-3",,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyoxyalkylated trimethylopropanes with 20 to 80 moles of ethylene and/or propylene oxide, fatty acid esters with C8 through C22 aliphatic alkanoic and/or alkenoic fatty acids, branched or linear; minimum number average molecular weight (in amu), 3,000",25765-36-0; 29860-47-7; 37339-03-0; 52624-57-4; 58090-24-7; 63964-38-5; 72939-62-9; 74521-14-5; 75300-70-8; 75300-90-2; 84271-03-4; 84271-04-5; 86850-92-2; 107120-02-5; 133331-01-8; 137587-60-1; 149797-40-0; 149797-41-1; 150695-97-9; 152130-24-0; 163349-94-8; 163349-95-9; 163349-96-0; 163349-97-1; 163349-98-2; 165467-70-9; 183619-46-7; 183619-50-3; 185260-01-9; 202606-04-0; 210420-84-1; 233660-70-3; 263011-96-7; 283602-94-8; 701980-40-7; 872038-58-9; 875709-44-7; 875709-45-8; 875709-46-9; 875709-47-0; 879898-63-2; 910038-01-6; 1190748-04-9; 1225384-02-0; 1428944-41-5; 1446498-15-2.,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Poly(oxy-1,2-ethanediyl), a-hydro-ω-hydroxy-, ether with N-[4-[bis[4-[bis(2-hydroxyethyl)amino]phenyl]methylene]-2,5-cyclohexadien-1-ylidene]-2-hydroxy-N-(2-hydroxyethyl)ethanaminium, benzenesulfonate (6:1:1), minimum number average molecular weight (in amu) of 1,370",1313600-46-2,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Poly(oxy-1,2-ethanediyl), α-hydro-ω-hydroxy-, polymer with 1, 1′-methylene-bis-[4-isocyanatocyclohexane], minimum number average molecular weight (in amu), 1800",39444-87-6,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Poly(oxy-1,2-ethanediyl)-α-hydro-ω-hydroxy-, polymer with poly(isocyanatoalkyl) benzene, alkylol-blocked, number average molecular weight (Mn), 18,721",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Poly(oxy-1,2-ethanediyl), polymer with 1,2-ethandiol, 2-methyl-1,3-propanediol, hexanedioic acid, 1,4-benzenedicarboxylic acid, 1,3-benzenedicarboxylic acid, 1,1′-methylenebis[4-isocyanatobenzene] and 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, with a minimum number average molecular weight (in amu) of 1400",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,Polyoxyethylated primary amine (C14-C18); the fatty amine is derived from an animal source and contains 3% water; the poly(oxyethylene) content averages 20 moles,None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyoxyethylated sorbitol fatty acid esters; the polyoxyethylated sorbitol solution containing 15% water is reacted with fatty acids limited to C12, C14, C16, and C18, containing minor amounts of associated fatty acids; the poly(oxyethylene) content averages 30 moles",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyoxyethylated sorbitol fatty acid esters; the sorbitol solution containing up to 15% water is reacted with 20-50 moles of ethylene oxide and aliphatic alkanoic and/or alkenoic fatty acids C8 through C22 with minor amounts of associated fatty acids; the resulting polyoxyethylene sorbitol ester having a minimum molecular weight (in amu), 1,300",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Poly(oxyethylene/oxypropylene) monoalkyl (C6-C10) ether sodium fumarate adduct, minimum number average molecular weight (in amu), 1,900",102900-02-7,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Poly[oxy(methyl-1,2-ethanediyl)], α-[(9Z)-1-oxo-9-octadecen-1-yl]-ω-[[(9Z)-1-oxo-9-octadecen-1yl]oxy]-, minimum number average molecular weight (in amu) 2,300",26571-49-3,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyoxymethylene copolymer, minimum number average molecular weight (in amu), 15,000",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Poly(oxypropylene) block polymer with poly(oxyethylene), molecular weight (in amu), 1,800-16,000",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Poly(phenylhexylurea), cross-linked, minimum average molecular weight (in amu), 36,000",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,Polypropylene,9003-07-0,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polystyrene, minimum number average molecular weight (in amu), 50,000",9003-53-6,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,Polytetrafluoroethylene,9002-84-0,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyvinyl acetate, copolymer with maleic anhydride, partially hydrolyzed, sodium salt, minimum number average molecular weight (in amu), 53,000",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyvinyl acetate, minimum molecular weight (in amu), 2,000",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyvinyl acetate—polyvinyl alcohol copolymer, minimum number average molecular weight (in amu), 50,000",25213-24-5,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyvinyl acetate—polyvinyl alcohol copolymer, minimum number average molecular weight (in amu), 14,000",25213-24-5,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,Polyvinyl alcohol,9002-89-5,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,Polyvinyl chloride,None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyvinyl chloride, minimum number average molecular weight (in amu), 29,000",9002-86-2,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Polyvinylpyrrolidone butylated polymer, minimum number average molecular weight (in amu), 9,500",26160-96-3,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Poly(vinylpyrrolidone), minimum number average molecular weight (in amu), 4,000",9003-39-8,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Poly(vinylpyrrolidone-1-eicosene), minimum average molecular weight (in amu), 3,000",28211-18-9,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Poly(vinylpyrrolidone-1-hexadecene), minimum average molecular weight (in amu), 4,700",63231-81-2,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Propanesulfonic acid, 2-methyl-2-[(1-oxo-2-propen-1-y1)amino]-, homopolymer, sodium salt, minimum number average molecular weight (in amu) 14,000",55141-01-0,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"1-propanesulfonic acid, 2-methyl-2-[(1-oxo-2-propenyl)amino]-, monosodium salt, polymer with ethenol and ethenyl acetate, minimum number average molecular weight (in amu) 50,000",107568-12-7,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"1-Propanesulfonic acid, 2-methyl-2-[(1-oxo-2-propen-1-y1)amino]-, sodium salt (1:1), homopolymer, minimum number average molecular weight (in amu) 14,000",35641-59-9,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Propanoic acid, 3-hydroxy-(hydroxymethyl)-2-methyl-, polymer with 2-amino-2-methyl-1-propanol, α-hydro-ω-hydroxypoly[oxy(methyl-1,2-ethanediyl)], 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and methyloxirane polymer with oxirane ether with 4,4′-(1-methylethylidene)bis[phenol] (2:1), polyethylene-polypropylene glycol 2-aminopropyl Me ether-blocked, compds. with 2-amino-2-methyl-1-propanol, minimum number average molecular weight (in amu), 6,800",515152-49-5,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propene-1-sulfonic acid sodium salt, polymer with ethenol and ethenyl acetate, number average molecular weight (in amu) 6,000-12,000",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, butyl ester, polymer with 1,6-diisocyanatohexane, N-(hydroxymethyl)-2-methyl-2-propenamide and 2-propenenitrile, minimum number average molecular weight (in amu), 100,000",1469998-09-1,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, butyl ester, polymer with ethenyl acetate and sodium ethenesulfonate, minimum number average molecular weight (in amu), 20,500",66573-43-1,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-propenoic acid, butyl ester, polymer with ethenylbenzene, methyl 2-methyl-2-propenoate and 2-propenoic acid (in amu), 1900",27306-39-4,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, butyl ester, polymer with ethyl 2-propenoate and N-(hydroxymethyl)-2-propenamide, minimum number average molecular weight (in amu), 30,000",33438-19-6,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, 2-ethylhexyl ester, polymer with ethenylbenzene 14,000 daltons",25153-46-2,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, 2-ethylhexyl ester, polymer with ethenylbenzene and 2-methylpropyl 2-methyl-2-propenoate, minimum number average molecular weight (in amu), 18,000",68240-06-2,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, homopolymer, ester with α-methyl-ω-hydroxypoly(oxy-1,2-ethanediyl) and α-[2,4,6-tris(1-phenylethyl)phenyl]-ω-hydroxypoly(oxy-1,2-ethanediyl), graft, sodium salt, minimum number average molecular weight (in amu), 4,000",2221936-17-8,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-propenoic acid, homopolymer, ester with α-[2,4,6-tris(1-phenylethyl)phenyl]-ω-hydroxypoly(oxy-1,2-ethanediyl), compd. with 2,2′,2″-nitrilotris[ethanol]), minimum number average molecular weight (in amu), 10,000",1477613-46-9,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, 2-hydroxyethyl ester, polymer with α-[4-(ethenyloxy)butyl]-ω-hydroxypoly (oxy-1,2-ethanediyl), minimum number average molecular weight (in amu), 17,000",1007234-89-0,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, methyl-, polymer with butyl 2-propenoate and methyl 2-methyl-2-propenoate compd. with 2-amino-2-methyl-1-propanol, minimum number average molecular weight (in amu), 22,700",1203962-19-9,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"[2-propenoic acid, 2-methyl-, C12-16-alkyl esters, telomers with 1-dodecanethiol, polyethylene-polypropylene glycol ether with propylene glycol monomethacrylate (1:1), and styrene 2,2'-(1,2-diazenediyl)bis[2-methylbutanenitrile]-initiated, minimum number average molecular weight (in amu), 4,000",950207-35-9,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-propenoic acid, 2-methyl-, dodecyl ester, polymer with 1-ethenyl-2-pyrrolidinone and a-(2-methyl-1-oxo-2-propen-1-yl)-w-methoxypoly(oxy-1,2-ethanediyl), minimum number average molecular weight (in amu), 20,600",193743-10-1,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, methyl ester, polymer with ethene and 2,5-furandione, minimum number average molecular weight (in amu), 10,500",88450-35-5,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, methyl ester, polymer with ethenyl acetate, hydrolyzed, sodium salts",886993-11-9,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, 2-methyl-, 2-ethylhexyl ester, telomer with 1-dodecanethiol, ethenylbenzene and 2-methyloxirane polymer with oxirane monoether with 1,2-propanediol mono(2-methyl-2-propenoate), hydrogen 2-sulfobutanedioate, sodium salt, 2, 2′-(1,2-diazenediyl)bis[2-methylpropanenitrile]-initiated, minimum number average molecular weight (in amu), 1,200",1283712-50-4,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, 2-methyl-, 2-methylpropyl ester, homopolymer, minimum number average molecular weight (in amu), 55,000",9011-15-8,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, 2-methyl-, 2-oxiranylmethyl ester, polymer with butyl 2-propenoate, ethenylbenzene and 2-ethylhexyl 2-propenoate, minimum number average molecular weight (in amu), 3,600",58499-26-6,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-propenoic acid, 2-methyl-, 2-oxiranylmethyl ester, polymer with ethene, ethenyl acetate, ethenyltrimethoxysilane and sodium ethenesulfonate (1:1), minimum number average molecular weight (in amu), 20,000",518057-54-0,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, 2-methyl-, phenylmethyl ester, polymer with 2-propenoic acid, peroxydisulfuric acid ([(HO)S(O)2]2O2) sodium salt (1:2)-initiated, compounds with diethanolamine, minimum number average molecular weight (in amu), 2,000",1574486-33-1,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, 2-methyl-, phenylmethyl ester, polymer with 2-propenoic acid and sodium 2-methyl-2-[(1-oxo-2-propen-1-yl)amino]-1-propanesulfonate (1:1), peroxydisulfuric acid ([HO)S(O)2]202) sodium salt (1:2)-initiated minimum number average molecular weight >1,000 Daltons; maximum number average molecular weight 10,000 Daltons",CASRN 1246766-57-3,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-methyl-2-propenoate, butyl 2-propenoate, N-(1,1-dimethyl-3-oxobutyl)-2-propenamide, ethenylbenzene, 2-ethylhexyl 2-propenoate and methyl 2-methyl-2-propenoate, minimum number average molecular weight (in amu), 7,300",481053-27-4,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate and ethenylbenzene, minimum number average molecular weight (in amu), 17,000",25036-16-2,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, 2-Methyl-, Polymer with Butyl 2-Propenoate, Methyl 2-Methyl-2-Propenoate, Methyl 2-Propenoate and 2-Propenoic Acid, graft, Compound with 2-Amino-2-Methyl-1-Propanol",153163-36-1,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic Acid, 2-Methyl-, Polymer with Ethenylbenzene, 2-Ethylhexyl 2-Propenoate, 2-Hydroxyethyl 2-Propenoate, N-(Hydroxymethyl) -2-Methyl-2-Propenamide and Methyl 2-Methyl-2-Propenoate, Ammonium Salt",146753-99-3,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, 2-methyl-, polymers with Bu acrylate, Et acrylate, Me methacrylate and polyethylene glycol methacrylate C16-18-alkyl ethers, minimum number average molecular weight (in amu), 13,000",890051-63-5,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-propenoic acid, 2-methyl-, polymer with 2,5-furandione and 2,4,4-trimethyl-1-pentene, potassium salt, with a minimum number average molecular weight (in amu) of 6,000",1802325-28-5,,exemption
